Id,SalePrice
1600,191082.28772220926
1601,79933.30198635977
1602,112267.58097097803
1603,95042.35672540967
1604,277405.88366015675
1605,247640.6801999974
1606,165791.91212299978
1607,184343.91728774973
1608,204063.14665521338
1609,186257.70758304725
1610,143982.71263650293
1611,140076.5169607052
1612,170688.71819772702
1613,152887.0048894497
1614,115957.5328752962
1615,93998.37382104938
1616,74633.47131094828
1617,101958.26463652066
1618,120215.52185976539
1619,139805.82768020185
1620,145736.82248602045
1621,138275.66576134777
1622,141627.92414843797
1623,296679.1596524252
1624,202503.81089358273
1625,131276.41538391588
1626,159263.14281948312
1627,184805.0281848198
1628,288789.9372708174
1629,175474.23403163254
1630,409861.42424380046
1631,240145.7653520356
1632,255293.3125722622
1633,168025.7230577659
1634,182254.02703150714
1635,183296.05613072228
1636,164283.96291233887
1637,173475.76532395813
1638,214295.64974315884
1639,168763.6465840283
1640,260648.85923791787
1641,175942.21288157554
1642,213388.56182000542
1643,214435.37669662523
1644,215881.3852459547
1645,174168.2576934252
1646,153131.8280319221
1647,168912.7354778215
1648,132470.97373907536
1649,140142.45324354255
1650,119050.90736079178
1651,122673.27659096575
1652,97355.9401759453
1653,99643.03370872512
1654,150160.67154854146
1655,156201.70529251243
1656,146470.8555551024
1657,151957.0177370107
1658,148783.36405571355
1659,143899.37044909954
1660,148245.6522875538
1661,446411.12297781283
1662,390107.4166624268
1663,393710.5094572595
1664,442060.9530631454
1665,315928.5378472327
1666,319832.2303926965
1667,411421.5560980425
1668,333056.05988705787
1669,306387.2663916199
1670,349842.23393180204
1671,256315.87148814584
1672,457572.72214150365
1673,308068.2416876094
1674,258448.34132039815
1675,180688.5726789143
1676,187379.12153748743
1677,199963.9892945431
1678,482652.2093529465
1679,388310.2417819109
1680,294943.2125580038
1681,253453.5165169904
1682,297331.8285500361
1683,179964.85027111456
1684,175678.15635402885
1685,180795.42315123798
1686,178323.2964960462
1687,169419.04603526168
1688,189821.10127559092
1689,194038.97501508563
1690,194761.70402481064
1691,178604.26609144552
1692,272661.89666307933
1693,166302.96770983763
1694,184456.59270426133
1695,162866.49671997168
1696,275691.2450157742
1697,163907.2284727263
1698,353678.6617984286
1699,325799.2283824883
1700,234688.33581655877
1701,249458.57785458313
1702,253115.2040656651
1703,253633.37833686906
1704,282306.85481501697
1705,245565.64614816304
1706,434588.8692801576
1707,203062.75692556243
1708,188803.4503194209
1709,279648.9199931478
1710,216538.59572487496
1711,240207.33847424565
1712,249850.74246397064
1713,268275.94153556856
1714,222789.55976151366
1715,198651.51601686663
1716,186177.90104909142
1717,176782.02509642037
1718,145504.55195597332
1719,198592.67177983298
1720,261088.111385962
1721,173946.76153903385
1722,132448.61720134682
1723,152077.60203704765
1724,217395.5217908081
1725,237764.9644266682
1726,183638.59558012907
1727,162158.09506857043
1728,180577.3823342604
1729,154369.58121754168
1730,156932.37348520514
1731,122891.25642189138
1732,128489.2656860484
1733,122177.90124667705
1734,130077.5906162403
1735,135048.41237811747
1736,116951.34210199576
1737,352644.0884228732
1738,211368.92862912558
1739,289947.18396073516
1740,206758.9741190729
1741,172096.27257290747
1742,168610.11136033008
1743,169045.46492833176
1744,305807.5448474197
1745,216429.67806365748
1746,230472.37353280533
1747,216211.22153638914
1748,235022.52642046168
1749,143635.42326861707
1750,133204.61373382274
1751,238705.54367641566
1752,123197.14508168247
1753,140910.24978148233
1754,207621.96303047278
1755,166979.85165729292
1756,124768.1614173724
1757,123595.58240769527
1758,136524.45969256907
1759,163807.08725018578
1760,159277.3289073798
1761,144316.64640426
1762,180230.9283249718
1763,170546.1325571895
1764,121519.54789314003
1765,162357.1055951108
1766,156307.1493198609
1767,216671.8267236952
1768,146066.29654071323
1769,177906.77929408563
1770,146929.2971195066
1771,138127.90356639563
1772,136161.2497010889
1773,135612.22985842946
1774,140466.82348156723
1775,135113.99014659843
1776,131076.06248661605
1777,112478.117814363
1778,143862.1546961191
1779,106134.33346539535
1780,180117.6276530383
1781,131817.652386717
1782,103956.01604907664
1783,127354.44823600448
1784,110348.29803546194
1785,121409.21535253072
1786,177311.89224507663
1787,155530.25135879873
1788,69673.53667738182
1789,108914.9038481476
1790,93631.64382052558
1791,178599.79377352603
1792,150339.40402782432
1793,128166.53604473786
1794,147863.47033311013
1795,136263.9444400653
1796,130018.52085191301
1797,99705.41229683053
1798,124517.75762148254
1799,109644.69086463813
1800,141160.4761521981
1801,122710.5386109026
1802,134533.8261066016
1803,148763.886371881
1804,146364.41204375733
1805,136787.67482162776
1806,103800.70095395819
1807,130186.73039435492
1808,129443.58505792209
1809,120337.06193707566
1810,143757.91981860105
1811,96781.93787883765
1812,101260.33648758408
1813,119283.17078520614
1814,101222.72186851515
1815,52788.60868956275
1816,100578.37890358001
1817,119894.8948204436
1818,154524.65096798312
1819,118313.4665231733
1820,70183.09088932002
1821,114469.7944011505
1822,146378.75928085455
1823,49753.22731462401
1824,138137.7577314458
1825,126782.43083529665
1826,100211.76626071005
1827,104769.21067849848
1828,129260.0764912885
1829,108484.3285334329
1830,130681.34796954179
1831,174409.11653289894
1832,83509.02058090067
1833,136025.966213707
1834,125242.42611786707
1835,165454.51247495526
1836,118415.40176768586
1837,86389.16507924485
1838,109143.11714846693
1839,85350.27598006038
1840,154551.05973427545
1841,147519.87928670904
1842,77620.55210918657
1843,135738.89060063084
1844,139899.68864696426
1845,148138.01482559138
1846,160195.73661475998
1847,176299.91432958865
1848,58343.8401083524
1849,117109.10843979455
1850,123722.09193701379
1851,156595.33009282566
1852,132242.4450376918
1853,126930.00210025038
1854,174457.65183630717
1855,144952.60785077754
1856,212016.612393911
1857,178500.77834521487
1858,136805.83781802258
1859,123196.79386929507
1860,149535.76140172116
1861,123196.79386929507
1862,293073.41897111177
1863,283110.3294983737
1864,283110.3294983737
1865,357626.92973459885
1866,347872.68139468564
1867,254865.36526796405
1868,304443.7033041712
1869,197150.1424377799
1870,244786.56132314514
1871,270454.8982239674
1872,176436.79002057386
1873,225818.19562723514
1874,143289.05468303149
1875,203171.83948490125
1876,184070.86231861694
1877,216857.58173871454
1878,211773.16669373278
1879,137550.0477399621
1880,134689.9793572457
1881,242402.55302012918
1882,249288.48098975545
1883,188782.5652583012
1884,202700.97708216438
1885,256512.26438978303
1886,314551.9035967518
1887,213371.53673186232
1888,283464.831998215
1889,159503.22489902782
1890,131766.11277726237
1891,130858.43281981885
1892,110544.7529726282
1893,127629.71292858064
1894,128025.09449234368
1895,141455.1368910585
1896,127780.36468403798
1897,104056.78834113629
1898,114436.41129969923
1899,154986.53601814865
1900,155513.6307004129
1901,179863.39920901408
1902,153434.50189173757
1903,218050.62616031952
1904,139374.7959885759
1905,188598.0114763424
1906,173360.61977563825
1907,207526.2284600492
1908,118604.17776817353
1909,135861.84293200923
1910,124658.65120602443
1911,210689.82255390697
1912,304738.57138606766
1913,157281.19707897995
1914,74900.00815152447
1915,298296.7864747534
1916,75645.03310659199
1917,275531.7679356194
1918,135921.83899446556
1919,153305.59444969255
1920,143543.2686060081
1921,436509.37157677434
1922,352569.81664588803
1923,223573.35162187682
1924,223614.82994082346
1925,207012.5091670055
1926,419693.9247344021
1927,144473.80761240813
1928,156653.92251436447
1929,124306.49122125542
1930,143237.12626214395
1931,141809.27759200323
1932,140269.0673627481
1933,163659.6003558439
1934,180927.87820713318
1935,158094.24418722437
1936,188300.41129775924
1937,178024.10671159683
1938,166012.87969431718
1939,262757.8799346671
1940,193097.76421878004
1941,171649.58136513561
1942,181647.1070119265
1943,218679.897892121
1944,355897.9875657846
1945,398191.8399692977
1946,166644.35712087643
1947,312969.8157717186
1948,187339.4259634524
1949,242552.22830749283
1950,179663.0578275512
1951,273285.8413300339
1952,213925.24231750946
1953,168752.105042733
1954,195356.95115753068
1955,127016.56358447745
1956,306742.956994341
1957,154666.64805298738
1958,306394.34045478527
1959,136549.07794308141
1960,122686.90634785876
1961,120870.29283537845
1962,99930.1466818235
1963,105123.67829571756
1964,106077.13178426966
1965,146316.81064889624
1966,159296.50386053394
1967,283346.8678750959
1968,423386.3880849176
1969,414273.04460716445
1970,440600.50261977117
1971,488803.77263966185
1972,367901.0799228753
1973,303270.6524857393
1974,322463.6625000535
1975,520038.61724588193
1976,272288.5600463817
1977,369634.8722265919
1978,408575.663818028
1979,329989.94043842406
1980,189383.6260427694
1981,337245.8048954825
1982,215656.4277767132
1983,207558.6545924547
1984,168183.71058267087
1985,224386.73542123887
1986,214001.7870512556
1987,186203.2578713538
1988,180469.09074586484
1989,190734.24565704458
1990,214009.73111746172
1991,205332.96696260874
1992,209826.55172798905
1993,167631.04524536597
1994,241473.67639905546
1995,183364.18148431493
1996,242576.6536343885
1997,347220.6339264263
1998,336816.2308629764
1999,249595.08167166577
2000,308831.52852279204
2001,246740.75226379203
2002,242838.13400285423
2003,251966.83771335435
2004,255705.37864366028
2005,228570.84917477283
2006,216222.56419284953
2007,262460.25025428255
2008,202261.76876735635
2009,185202.59434610233
2010,191703.1829513186
2011,150556.50614888436
2012,184036.03877737478
2013,185182.9291065568
2014,186210.84345452566
2015,207604.7292344806
2016,188432.3593073169
2017,200379.1010472826
2018,121308.77790544387
2019,133018.04404207756
2020,106738.00582189918
2021,113466.91818596682
2022,174171.1908956886
2023,133516.03151796863
2024,263889.5619789109
2025,322527.1274255095
2026,179688.40988830186
2027,148975.24772781922
2028,156623.48356807636
2029,161977.8934598527
2030,268632.7811029969
2031,241104.9816426127
2032,267324.9831272526
2033,269144.01887910324
2034,160998.35381966888
2035,201515.62371306433
2036,189096.69908891423
2037,191866.8603645204
2038,309066.2491869951
2039,232942.00528006084
2040,393460.2227858766
2041,287185.76375227066
2042,193222.50761542874
2043,163066.7338462029
2044,163870.86457014267
2045,208580.9954864493
2046,133280.0110689973
2047,143250.14083208877
2048,132019.91600972068
2049,134589.9888726299
2050,188557.46686634936
2051,109737.56846655553
2052,127108.0524536508
2053,148331.08802349246
2054,92477.3352886698
2055,166485.25508672674
2056,135333.87467193813
2057,116808.46394956677
2058,220921.8923203547
2059,137713.1190024259
2060,170089.89595090097
2061,173383.97399381673
2062,131848.95377714626
2063,114114.99125091426
2064,137059.97995729154
2065,121235.67599643672
2066,165511.55612433856
2067,119559.45210036152
2068,153287.60970118435
2069,85825.96097964038
2070,108391.00807122092
2071,96854.6043326529
2072,130301.93255400953
2073,135664.88609736512
2074,192370.94027567774
2075,150605.92724411396
2076,125282.71160335097
2077,151779.51028956418
2078,133945.33443125978
2079,131117.69068940356
2080,115640.26151983163
2081,124180.57529160634
2082,116378.86325369964
2083,144070.46009628545
2084,115461.66273910135
2085,121197.25251988493
2086,123782.39780242174
2087,115314.55825937547
2088,102410.06850749593
2089,75477.9157005463
2090,125393.64134336964
2091,130528.18352147692
2092,121670.93708916643
2093,133264.03568749037
2094,141651.4090652906
2095,138402.1694807666
2096,81467.95626942717
2097,107480.70434429178
2098,141486.57988132566
2099,75353.54580495102
2100,103149.46920158829
2101,122295.93639694474
2102,135215.3976370138
2103,109833.28116614076
2104,143309.97502827257
2105,131568.13868170703
2106,66409.31236589434
2107,231230.98697628028
2108,115240.7910487539
2109,114502.42807639217
2110,126486.49366110646
2111,153166.77110309913
2112,133290.61202991498
2113,115007.51348542822
2114,107914.55175575384
2115,151713.83303775676
2116,116988.92078005068
2117,138005.76131077643
2118,114921.81193100839
2119,97615.8823417514
2120,112915.32468275582
2121,109610.89342815273
2122,107076.16200563435
2123,88073.96460713094
2124,179421.27285085688
2125,130288.19341254051
2126,157025.81922659997
2127,154446.6050593834
2128,124491.31016437196
2129,100460.94000649532
2130,133620.43201782796
2131,168732.62475318732
2132,105252.41542152975
2133,126571.98168876322
2134,123215.72807678487
2135,96267.38206935697
2136,68441.55480722303
2137,111508.8292084096
2138,129422.68708365319
2139,154249.6412125129
2140,141107.24169214242
2141,138791.33087612936
2142,128346.43711062042
2143,139207.46521127594
2144,128094.49469342275
2145,136081.46312792573
2146,157311.2464335636
2147,144136.44308909227
2148,127941.18167117772
2149,138187.58089159508
2150,210693.2402710019
2151,133753.60139432474
2152,178283.73338085384
2153,176188.5998990053
2154,108828.35045567506
2155,142730.72563817486
2156,276910.84563897864
2157,232183.9115899169
2158,234987.5323088102
2159,217731.4283166977
2160,174740.56852897955
2161,255172.51932328963
2162,430834.98730402143
2163,338479.54224252293
2164,243916.97195760044
2165,164351.32745909435
2166,144802.26390683666
2167,221156.8906470894
2168,192692.01551506072
2169,199467.07326574042
2170,223138.57792705955
2171,142198.96987451555
2172,135645.54945703867
2173,157752.0773682801
2174,225288.0134266648
2175,306719.5568078772
2176,314806.5908394299
2177,244028.86674204795
2178,210208.92280143252
2179,140998.8149310228
2180,221313.83007575513
2181,196696.17905012213
2182,224479.9310899694
2183,188866.93789833458
2184,132221.51028943944
2185,128037.46796524513
2186,137996.01120124815
2187,151977.10356810386
2188,149603.90903874836
2189,234363.02450456945
2190,87538.32464458494
2191,91501.66297333405
2192,101329.65665068681
2193,121571.29291661253
2194,97990.66555943359
2195,116261.85924636477
2196,116509.01010090641
2197,116279.12712640844
2198,163855.4749312236
2199,160734.5330816405
2200,149246.36023592882
2201,154961.25982895502
2202,202527.60931905112
2203,164257.0773308431
2204,203050.99476585042
2205,114582.00402878998
2206,162636.64870651902
2207,197879.71086935897
2208,250201.32424695807
2209,237472.5759482499
2210,126060.85438769005
2211,114046.89812557261
2212,112067.01796900938
2213,107405.48103239821
2214,134618.48217819215
2215,107087.53771737791
2216,149899.09296732524
2217,93264.58451204916
2218,69969.98175592798
2219,77838.9963398163
2220,70171.82963073699
2221,297644.9537467481
2222,250564.68089865998
2223,300766.99263162806
2224,215471.86819551096
2225,110983.74254766823
2226,190078.57450998138
2227,202730.37515624924
2228,282619.2815536406
2229,225185.94368979087
2230,144908.1628749744
2231,214739.12650199473
2232,182989.85872895896
2233,174144.96977871587
2234,259383.1893870683
2235,217401.52405757524
2236,271252.53492813924
2237,325831.97683910915
2238,201093.27706051993
2239,113602.99422064432
2240,161633.71149820156
2241,151452.13390152476
2242,132293.5738359868
2243,125349.87714030928
2244,115452.53628418826
2245,110645.12825515842
2246,150356.65962982833
2247,111867.17770148316
2248,122240.70927250007
2249,125071.65734950594
2250,134632.6537379188
2251,135686.3735334136
2252,173560.17188923107
2253,153675.35684767808
2254,173025.90919964784
2255,185477.1138332354
2256,189061.71250989573
2257,210618.2748012285
2258,178610.91498301865
2259,175067.133951012
2260,158519.71855964878
2261,199223.67637270095
2262,224512.65397886778
2263,364612.14805042016
2264,428081.5035036815
2265,178026.62067222828
2266,284620.87070244236
2267,370713.34255437314
2268,443696.3564161972
2269,151168.38060107402
2270,191608.5287383902
2271,216672.5914142628
2272,196074.28968797042
2273,161721.62625229213
2274,168316.15065467008
2275,169696.27959328046
2276,186570.4341215715
2277,178828.48339406273
2278,142810.72188962848
2279,126520.34216362471
2280,130132.1341433094
2281,168860.79481845917
2282,184320.14798384038
2283,103651.93605134929
2284,102462.85348361764
2285,160077.86742541456
2286,124031.6206643982
2287,366556.8931034769
2288,270859.54436642997
2289,369690.950242746
2290,455149.9440024095
2291,346370.82525775436
2292,453573.4297036845
2293,448695.552665088
2294,430676.9072406143
2295,431270.7733207933
2296,287603.76281039
2297,343097.6165171289
2298,344399.2126356434
2299,411586.1994506932
2300,326334.3056024962
2301,275186.2513916477
2302,239508.45091107176
2303,238354.95557052537
2304,242131.4652910641
2305,179451.55580999548
2306,175579.15542456717
2307,177346.63384952987
2308,236525.56540639643
2309,272084.2460802181
2310,212766.77278168988
2311,200903.6347510838
2312,183081.73655397503
2313,174457.01835418216
2314,175070.77599207402
2315,182815.33168103563
2316,183116.39134788763
2317,179847.4054700829
2318,182480.97569899014
2319,181614.81938473752
2320,193373.73622570088
2321,244041.58954561528
2322,184837.36460827867
2323,182553.40626995466
2324,169806.90228586565
2325,211382.11404637675
2326,166150.17717901035
2327,211968.1434995964
2328,223032.79570048445
2329,181205.14222982933
2330,172776.25412610648
2331,354893.34646261786
2332,399051.9241674556
2333,309725.82372434763
2334,257389.36494733172
2335,258962.62006269948
2336,312979.23788345326
2337,197171.7205581414
2338,279897.0153417885
2339,234924.70612052546
2340,396955.6083327585
2341,228596.29626145112
2342,234602.26688201723
2343,217996.3293617846
2344,226153.38169794698
2345,236501.18522503355
2346,221065.9805667255
2347,196765.5730818239
2348,226953.63128555377
2349,175950.44671879357
2350,277322.8329374242
2351,268768.12647389795
2352,261932.1137548264
2353,227433.05455928456
2354,142290.1411599839
2355,163557.95555090762
2356,149253.0814494381
2357,195667.93317140284
2358,190792.12380662214
2359,127584.87858243313
2360,114929.22070586147
2361,140278.72118990327
2362,271831.5348599842
2363,134330.62997197322
2364,161770.63283672804
2365,213350.08331397857
2366,198376.6945153058
2367,226530.03057312727
2368,211363.41354856608
2369,226385.07034607336
2370,166614.4723456309
2371,164954.052052641
2372,186765.07503639677
2373,273415.731124506
2374,294688.1983777348
2375,269107.35372074717
2376,277051.54598451365
2377,349723.5560130016
2378,133405.9080663332
2379,179813.50205873055
2380,140164.96417475474
2381,151225.9568974
2382,189763.17945559238
2383,207674.07049979732
2384,236082.8801361779
2385,158426.12974816342
2386,134291.5892188125
2387,137017.9857676638
2388,100985.02918759374
2389,133719.61599796874
2390,147291.8088174949
2391,139686.68256511271
2392,117116.86123133889
2393,171654.90296206626
2394,148127.16457483484
2395,205776.0173869764
2396,138449.31611873175
2397,214217.74288370775
2398,134616.5655394952
2399,68304.17097231095
2400,66088.64246051104
2401,106020.88255394707
2402,137105.8627364691
2403,132932.3196710179
2404,141138.34033483837
2405,155602.82050497687
2406,140581.70734285374
2407,128693.13502408697
2408,135124.1651180784
2409,129030.27640863904
2410,165016.10668366402
2411,123590.59250057462
2412,154721.58873623903
2413,130320.34730539529
2414,134490.37319469507
2415,132932.3196710179
2416,124897.92725555469
2417,137805.83705604498
2418,127389.84264578579
2419,120952.13506352219
2420,126908.75123625153
2421,146565.7074634607
2422,118410.22811697547
2423,127190.94741038875
2424,152085.67823638688
2425,261672.398488207
2426,133179.27966748292
2427,142522.63326095807
2428,177163.85118163063
2429,117395.84632308803
2430,133655.1301738321
2431,119971.55029916557
2432,146241.02066369582
2433,151545.04843646567
2434,142752.98318340364
2435,147043.66030979806
2436,107248.69160236871
2437,104300.95229958594
2438,123105.89772009336
2439,104982.3917415435
2440,119931.5193358319
2441,94206.49586788511
2442,103065.08795392084
2443,117872.82086160828
2444,131711.0298145467
2445,80611.92591471814
2446,120158.52501636198
2447,180924.68650982334
2448,131840.1272627301
2449,104463.53378684595
2450,147324.1279360006
2451,122959.5222145769
2452,209180.5318300192
2453,102286.07195729208
2454,119783.10378285954
2455,120635.6348400981
2456,122620.8612227736
2457,117721.0346088013
2458,116878.0211389425
2459,102090.31210972973
2460,126164.58894201281
2461,109335.94176575882
2462,129033.18323861118
2463,122611.08963992122
2464,171387.43764493306
2465,130477.7516842052
2466,108662.02375315112
2467,150884.8263288034
2468,76615.40393544045
2469,80674.34983153228
2470,195782.17704619016
2471,218718.366220504
2472,165594.88928414136
2473,119423.65814955566
2474,83996.68924737078
2475,210577.0628291628
2476,113311.16776919764
2477,125047.39141059431
2478,149116.37097250126
2479,121360.27704396611
2480,144445.03271581346
2481,121912.73342044403
2482,127828.32490361974
2483,119459.10585703568
2484,120529.72424354673
2485,121942.16609199626
2486,160489.8679506989
2487,209763.31084235403
2488,159240.7047473279
2489,147828.20172493893
2490,153014.0567801962
2491,90253.44776067795
2492,167780.6369798446
2493,150339.73436026895
2494,166973.04799274367
2495,102947.40959322533
2496,241673.74168942933
2497,157410.11910926973
2498,113913.46175455397
2499,103867.60921597472
2500,120560.02075175838
2501,129718.64776831002
2502,150228.37921259293
2503,89304.07863672689
2504,169685.18010334452
2505,219281.00713187255
2506,270481.3883607943
2507,289668.23679798545
2508,269516.7958360112
2509,220769.25676510434
2510,235644.82569586756
2511,183462.28555377308
2512,200572.52529496225
2513,209222.73628092886
2514,241768.49150834017
2515,151018.7959372998
2516,165243.83712854577
2517,141674.33184278524
2518,154996.40941616788
2519,221694.13178182743
2520,209330.5764543185
2521,190612.7646128756
2522,223845.85748939987
2523,130450.50861424605
2524,137535.12969058982
2525,134749.6870059408
2526,135176.41965612155
2527,123169.36371066402
2528,131560.6997125535
2529,126109.65194664485
2530,122039.51368813193
2531,251046.59466753041
2532,222856.33146066355
2533,197211.4553095109
2534,242302.16127213874
2535,318140.8037887395
2536,230212.60950459252
2537,248640.676426853
2538,184568.84699360954
2539,189271.32791432625
2540,174388.91081498566
2541,186747.01150997393
2542,166765.52458533845
2543,128832.35070329776
2544,128333.81213388745
2545,134941.2197955235
2546,131888.1770701185
2547,140934.33442306897
2548,150536.56778232602
2549,145539.5386149478
2550,383762.0138001975
2551,136009.43427065044
2552,126245.75879399774
2553,80799.97618943574
2554,107342.26985889846
2555,126673.56728394516
2556,114463.52741789413
2557,118521.99896952299
2558,150921.28929338898
2559,139166.26496852157
2560,139779.0611564826
2561,147281.73366363553
2562,130185.2268310084
2563,149264.57963958147
2564,186129.8935689279
2565,136828.7127496109
2566,164488.24156748978
2567,135041.29739849045
2568,194393.64713896404
2569,218690.38232864666
2570,124180.54260939214
2571,192512.9209214107
2572,183340.9477870145
2573,209971.7091476395
2574,278850.26933580707
2575,125781.66021008683
2576,123268.30700861648
2577,166659.00858468414
2578,81830.36402018627
2579,68741.34253975797
2580,136574.14512087242
2581,124152.67444489281
2582,112954.12638769412
2583,283236.2577037291
2584,152812.1727652
2585,162541.69335850686
2586,216730.0134266678
2587,206160.11895153247
2588,160626.75432847385
2589,142438.15204382082
2590,224219.731725457
2591,217080.4855829579
2592,209037.53188365465
2593,248522.1203411309
2594,181330.5499512919
2595,223140.27080751077
2596,298865.33154841384
2597,186254.25843269736
2598,268526.7473536723
2599,323576.9190946553
2600,204693.78836435918
2601,146636.72269242787
2602,88238.90255778418
2603,109946.43709208016
2604,96983.12875550095
2605,82648.82232694048
2606,144924.27326157974
2607,178442.2726278413
2608,201254.983783967
2609,160442.65842990475
2610,114353.2277932336
2611,129936.64129126363
2612,153353.82432729058
2613,129990.96405097692
2614,125157.8440985093
2615,152645.0173109018
2616,144286.8688512086
2617,173695.35462073673
2618,221452.1360942953
2619,192523.5781185119
2620,185001.78882456143
2621,176862.5049712436
2622,175345.96640346624
2623,250527.32734764498
2624,284451.3756280319
2625,309716.70082578796
2626,170487.18662311623
2627,184113.59414234562
2628,436851.33725694724
2629,591161.4735070098
2630,381246.17266051844
2631,462170.973794642
2632,427649.36470657575
2633,308520.78247899556
2634,431105.5708713541
2635,148940.5940311057
2636,176782.93413183177
2637,192284.56609273527
2638,253440.14260199977
2639,196940.30086460002
2640,152239.1936209103
2641,107060.03089398915
2642,198134.65545588845
2643,106291.04954334364
2644,125043.29211888919
2645,103353.48331198064
2646,95467.6991033941
2647,101401.88892619178
2648,141473.6488870702
2649,140236.07349576036
2650,155202.08712600468
2651,145117.46688889916
2652,416080.59670373786
2653,255772.55056570796
2654,236063.63418965822
2655,380400.4668389276
2656,325816.44911501557
2657,346370.97207210853
2658,288434.28294274607
2659,335703.5098550983
2660,365569.2274170953
2661,329013.41341853584
2662,351726.551524006
2663,278711.1818326102
2664,264094.3365607429
2665,319954.4386572935
2666,284061.116176784
2667,173270.13016434893
2668,185793.9736074643
2669,175017.97197984596
2670,294358.93731954833
2671,189611.83408067806
2672,197660.75601385423
2673,211634.54904303118
2674,205089.38596810985
2675,180786.3603742046
2676,192567.23277071738
2677,196697.1808417151
2678,258507.25636591035
2679,266387.4118324699
2680,279765.2790799352
2681,403805.7378622314
2682,333501.2563781557
2683,532019.2558670037
2684,310099.25748380594
2685,368363.84659427253
2686,230925.0757132184
2687,307694.077156327
2688,233332.0440124369
2689,219736.53931518077
2690,427960.4578477223
2691,180143.24623169753
2692,138560.28807784079
2693,189925.37548014897
2694,138474.1091396354
2695,191228.6640383886
2696,185877.1969627726
2697,179575.87548492145
2698,202321.24911455595
2699,173272.49217659805
2700,168342.57368581023
2701,157538.78093741016
2702,108914.08757921978
2703,129643.97305895029
2704,143372.88712248995
2705,122865.90515808975
2706,119930.02296044905
2707,122866.96330614602
2708,142567.36414166001
2709,115469.8450240121
2710,129375.01349121572
2711,281567.5399955811
2712,385798.42567838106
2713,177863.32618565558
2714,155355.17233003682
2715,165758.68436649363
2716,155508.75051527552
2717,189983.8641588447
2718,239991.34716291286
2719,153258.35985673688
2720,169707.53621204093
2721,130591.72510494816
2722,152392.72321547425
2723,145053.55096419633
2724,127771.61395992656
2725,132805.02910298333
2726,146397.61909245304
2727,185722.70172090162
2728,160058.73154721098
2729,147715.47726794868
2730,143824.268768281
2731,123915.28370480222
2732,128579.69637939212
2733,157135.92222383397
